



 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA;
10444961;"10 y 11. Ximena y Sergio";"";"1";"1";"V,S,D";"";"2017-09-08 00:00:00.0";"2018-02-25 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f58782706346d510VgnVCM2000001f4a900aRCRD";"10 y 11. Ximena y Sergio";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=62f582706346d510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD";"Naves Matadero. Centro Internacional Artes Vivas";"440934";"4471754";"40.39241374953321";"-3.697247685884226";"ARGANZUELA";"/contenido/actividades/Exposiciones";"";
7153670;"1ª Convocatoria grupo promotor Pasaje del Terror 'Halloween'";"";"1";"0";"";"23/10/2014;";"2017-09-15 00:00:00.0";"2017-09-15 23:59:00.0";"18:00";"Te sientes protagonista de todos los eventos. Si te apetece vivir desde dentro la experiencia de diseñar y organizar nuestro Pasaje del Terror en Hontalbilla, ven a la convocatoria    Edad:  de 14 a 30 años      Celebración:  viernes 15 de septiembre, de 18 a 19 horas.   Inscripción:  no es necesaria inscripción.   Plazas:  hasta completar aforo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=21a3e7c38aad1410VgnVCM1000000b205a0aRCRD";"Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Septiembre 2017";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=398de7c38aad1410VgnVCM1000000b205a0aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD";"Centro Juvenil Hontalbilla (Fuencarral - El Pardo)";"441583";"4482839";"40.49231828430878";"-3.6906342081203283";"FUENCARRAL-EL PARDO";"/contenido/actividades/Fiestas";"/usuario/Jovenes";
10415204;"33º Festival de Cine al Aire Libre. Fescinal";"";"0";"1";"L,M,X,J,V,S,D";"";"2017-06-23 00:00:00.0";"2017-09-10 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4a178cfd9a8ec510VgnVCM2000001f4a900aRCRD";"33.º Festival de Cine al Aire Libre. Fescinal";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d40dfd8e0a8ec510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=542b896bd24be210VgnVCM2000000c205a0aRCRD";"Parque de la Bombilla";"438278";"4475764";"40.42834456035844";"-3.728941931668392";"MONCLOA-ARAVACA";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños";
10470331;"A nadie se le dio veneno en risa";"";"0";"1";"V,S";"";"2017-09-01 00:00:00.0";"2017-09-23 23:59:00.0";"23:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2612c107ef90e510VgnVCM2000001f4a900aRCRD";"A nadie se le dio veneno en risa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2de1c107ef90e510VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CircoPerformanceTeatro";"";
10480934;"Abuelikas";"";"1";"0";"";"";"2017-10-07 00:00:00.0";"2017-10-07 23:59:00.0";"19:00";"Compañía: Forja Teatro  Público: Adulto  Duración: 60 minutos  Sinopsis: Muestra las ganas de vivir de Trini, una anciana con muchas ganas e ilusiones.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=114206483206e510VgnVCM1000001d4a900aRCRD";"Actividades Centro Cultural San Juan Bautista. Octubre 2017";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883106483206e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural San Juan Bautista (Ciudad Lineal)";"444312";"4478369";"40.45224737965276";"-3.6580402287911937";"CIUDAD LINEAL";"/contenido/actividades/CircoPerformanceTeatro";"";
10475509;"Acoustic Villaverde Fest";"";"1";"0";"";"";"2017-09-22 00:00:00.0";"2017-09-22 23:59:00.0";"18:00";"Actuación de Marta Espinosa, Sandra Merino, Nachorte y Scai  Organiza Asociación El Circulo, Asociacion La Morada de Villaverde y Ayuntamiento de Madrid.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c1df16f392d3e510VgnVCM1000001d4a900aRCRD";"Acoustic Villaverde Fest";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a0cf16f392d3e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03f7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Santa Petronila (Villaverde)";"441386";"4467139";"40.35087114162283";"-3.691508909255186";"VILLAVERDE";"/contenido/actividades/Musica/CantautorFolkCountry";"";
10361251;"Agitador";"";"1";"1";"L,M,X,J,V,S,D";"";"2017-05-26 00:00:00.0";"2017-09-24 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86223764f5b1c510VgnVCM2000001f4a900aRCRD";"Agitador";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2a813764f5b1c510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Conde Duque";"439869";"4475716";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/LGTBI";"";
10481325;"Agronautas en el Parking Day";"";"1";"0";"";"";"2017-09-15 00:00:00.0";"2017-09-15 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=812e968f7116e510VgnVCM2000001f4a900aRCRD";"Agronautas en el Parking Day";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=50dd968f7116e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Los Rosales (Villaverde)";"442592";"4467116";"40.35074797433515";"-3.6773064421969233";"VILLAVERDE";"/contenido/actividades/ActividadesCalleArteUrbano";"";
10174019;"Ajedrez";"";"1";"1";"L,V";"";"2017-01-02 00:00:00.0";"2017-12-29 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cb3a6ec9f5008510VgnVCM1000001d4a900aRCRD";"Ajedrez en el Centro Cultural Hortaleza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53671ac331008510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Hortaleza";"445689";"4481092";"40.476859845869534";"-3.6420353342333227";"HORTALEZA";"/contenido/actividades/ActividadesDeportivas/Ajedrez";"";
10453401;"Alquiler de barcas de remos y barco solar. Estanque del Retiro";"";"0";"1";"L,M,X,J,V,S,D";"";"2017-06-01 00:00:00.0";"2018-01-03 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a9ed15647a88d510VgnVCM1000001d4a900aRCRD";"Alquiler de barcas de remos y barco solar. Estanque del Retiro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a28d15647a88d510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro).";"442077";"4474703";"40.41906024374356";"-3.6840615387926956";"RETIRO";"/contenido/actividades/ActividadesCalleArteUrbano";"";
10375911;"Amnistía. Que trata de España. Arte y solidaridad (Milán 1972 ? Madrid 2017)";"";"1";"1";"M,X,J,V,S,D";"";"2017-06-09 00:00:00.0";"2017-09-10 23:59:00.0";"11:00";"Exposición se celebra dentro de los actos que la Confederación Sindical CC.OO. está llevando a cabo para reivindicar el papel del sindicato al cumplirse cuarenta años del final de la dictadura franquista y de la legalización de las organizaciones sindicales en España. Las piezas que se exponen evocan la exposición, que con el mismo título, se celebró en Milán en 1972, hito importante en la historia del sindicato y de la solidaridad de las organizaciones sindicales italianas con la lucha democrática en España.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=21f2acd24d35c510VgnVCM2000001f4a900aRCRD";"Amnistía. Que trata de España. Arte y solidaridad (Milán 1972 ? Madrid 2017)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0de7f613e435c510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD";"Museo de Historia de Madrid";"440659";"4475459";"40.42577054821346";"-3.700845660719608";"CENTRO";"/contenido/actividades/Exposiciones";"";
10468313;"An Danzza";"";"1";"0";"";"";"2017-09-29 00:00:00.0";"2017-09-29 23:59:00.0";"19:00";"An Danzza nace como proyecto independiente de la mano del compositor Andrés Campuzano. Sus temas aúnan folk, medieval, celta y fantasía. Sonidos de otros mundos con la voz de la cantante Haydée Mariñoso.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=392cacba224fd510VgnVCM1000001d4a900aRCRD";"Viernes de música folk";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ff4bacba224fd510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=69188899fc81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Valdebernardo (Vicálvaro)";"447388";"4472529";"40.39982891410407";"-3.621281890570377";"VICALVARO";"/contenido/actividades/Musica/CantautorFolkCountry";"";
10359453;"Anarchivo SIDA. Producciones culturales en torno a la 'crisis del sida' en el sur de Europa y América Latina. 1985-2016";"";"1";"1";"L,M,X,J,V,S,D";"";"2017-05-26 00:00:00.0";"2017-09-24 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=efd9baa332a1c510VgnVCM2000001f4a900aRCRD";"Anarchivo SIDA. Producciones culturales en torno a la 'crisis del sida' en el sur de Europa y América Latina. 1985-2016";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d758baa332a1c510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Conde Duque";"439869";"4475716";"40.42802889001877";"-3.710182353581842";"CENTRO";"/contenido/actividades/LGTBI";"";
10480786;"Angélica Leyva";"";"1";"0";"";"";"2017-10-07 00:00:00.0";"2017-10-07 23:59:00.0";"19:00";"Duración: 60 minutos  Sinopsis: Desde los 10 años lleva sobre los escenarios y ha realizado trabajos con diferentes compañías de renombre dentro del flamenco así como lograr ser semifinalista del talent show 'La Voz?.  Público: Todos los públicos";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=226c06483206e510VgnVCM1000001d4a900aRCRD";"Actividades Centro Cultural la Elipa. Octubre 2017.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=62fb06483206e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6c191e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural la Elipa (Ciudad Lineal)";"444934";"4475281";"40.42447060804354";"-3.6504253324201104";"CIUDAD LINEAL";"/contenido/actividades/Musica";"";
10459676;"Animación infantil";"";"0";"1";"L,M,X,J,V,S,D";"";"2017-09-16 00:00:00.0";"2017-09-17 23:59:00.0";"00:00";"A las 12 horas.     Recinto de casetas   C/ Sierra Gorda c/v Agustín García Malla";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1b17efa88c6ad510VgnVCM1000001d4a900aRCRD";"Fiestas de la Virgen de la Torre 2017. Villa de Vallecas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eeceefa88c6ad510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/Fiestas";"";
10474482;"Árbolceniza";"";"1";"0";"";"";"2017-10-18 00:00:00.0";"2017-10-18 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ddd6977ec373e510VgnVCM2000001f4a900aRCRD";"Arbolceniza";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8366977ec373e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Galileo (Chamberí)";"439851";"4476347";"40.43371190964793";"-3.7104543597957758";"CHAMBERI";"/contenido/actividades/Musica/CantautorFolkCountry";"";
10480902;"Arturo el Grande";"";"1";"0";"";"";"2017-10-14 00:00:00.0";"2017-10-14 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=371006483206e510VgnVCM1000001d4a900aRCRD";"Arturo el Grande";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ab0f06483206e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural San Juan Bautista (Ciudad Lineal)";"444312";"4478369";"40.45224737965276";"-3.6580402287911937";"CIUDAD LINEAL";"/contenido/actividades/CircoPerformanceTeatro";"/usuario/Niños";
10457629;"Así en la Tierra como en el Cielo";"";"1";"0";"";"";"2017-09-30 00:00:00.0";"2017-09-30 23:59:00.0";"21:00";"II Quedada Amanecista.  Lugar: en el Mirador del Cerro del Tío Pío, al principio de la calle Benjamín Palencia.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6b3fed2635d9d510VgnVCM2000001f4a900aRCRD";"Ciclo de cine al aire libre 'Cine de las Estrellas'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=742eed2635d9d510VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/CineActividadesAudiovisuales";"";
10480960;"Atra Bilis";"";"1";"0";"";"";"2017-10-27 00:00:00.0";"2017-10-27 23:59:00.0";"19:00";"Compañía: Patas Teatro  Público: Todos los públicos  Duración: 60 minutos  Sinopsis: Humor y esperpento.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=db2306483206e510VgnVCM1000001d4a900aRCRD";"Actividades Centro Cultural San Juan Bautista. Octubre 2017";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883106483206e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=618b1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural San Juan Bautista (Ciudad Lineal)";"444312";"4478369";"40.45224737965276";"-3.6580402287911937";"CIUDAD LINEAL";"/contenido/actividades/CircoPerformanceTeatro";"";
10470954;"Bach en Chamberí";"";"0";"0";"";"";"2017-09-30 00:00:00.0";"2017-09-30 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=454ab6008fe0e510VgnVCM1000001d4a900aRCRD";"Bach en Chamberí";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9b36c686ebe0e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Galileo (Chamberí)";"439851";"4476347";"40.43371190964793";"-3.7104543597957758";"CHAMBERI";"/contenido/actividades/Musica";"";
10455573;"Banda de Música Villa de Madrid";"";"1";"0";"";"";"2017-09-23 00:00:00.0";"2017-09-23 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=73dc59d9c8c8d510VgnVCM1000001d4a900aRCRD";"Banda de Música Villa de Madrid";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b27c59d9c8c8d510VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"/contenido/actividades/Musica";"";
10478349;"Banda Sinfónica Municipal de Madrid. CentroCentro. Caja de Música";"";"0";"0";"";"";"2017-09-13 00:00:00.0";"2017-09-13 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0e735490f15e510VgnVCM1000001d4a900aRCRD";"Banda Sinfónica Municipal de Madrid. CentroCentro. Caja de Música";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e85735490f15e510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro Cibeles de Cultura y Ciudadanía";"441386";"4474703";"40.419011767401095";"-3.692206111679657";"RETIRO";"/contenido/actividades/Musica";"";
10467627;"Beatriz Jara Contreras y Marina Martín López";"";"1";"1";"L,M,X,J,V,S,D";"";"2017-09-01 00:00:00.0";"2017-09-15 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ca605625b0bed510VgnVCM1000001d4a900aRCRD";"Beatriz Jara Contreras y Marina Martín López";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=de405625b0bed510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Palacete Quinta del Berro (Salamanca)";"443869";"4475023";"40.42206601994432";"-3.662968075865235";"SALAMANCA";"/contenido/actividades/Exposiciones";"";
10481259;"Billy Boom Band en LA CAJA DE MÚSICA?";"";"1";"0";"";"";"2017-09-30 00:00:00.0";"2017-09-30 23:59:00.0";"12:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d276d78a4c06e510VgnVCM2000001f4a900aRCRD";"Billy Boom Band en LA CAJA DE MÚSICA?";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23d5d78a4c06e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a5b91e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Los Rosales (Villaverde)";"442592";"4467116";"40.35074797433515";"-3.6773064421969233";"VILLAVERDE";"/contenido/actividades/1ciudad21distritos";"";
10246857;"Boquerones y Chanquetes";"";"1";"1";"L,S,D";"22/5/2017;29/5/2017;21/5/2017;28/5/2017;";"2017-03-04 00:00:00.0";"2017-12-31 23:59:00.0";"11:00";"Taller para niños y adultos en el que cada semana, partiendo  de una letra del alfabeto radiofónico, inventaremos un cuento que plasmaremos entre frases y dibujos en un mini-fanzine que podremos llevarnos a casa,";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=31f2e98f2d9d9510VgnVCM2000001f4a900aRCRD";"Boquerones y Chanquetes";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e02e98f2d9d9510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3dbbf8cb745d9510VgnVCM2000001f4a900aRCRD";"La 1 de Moyano";"441617";"4473676";"40.40977637506597";"-3.6893771841228897";"RETIRO";"/contenido/actividades/CursosTalleres";"/usuario/Familias";
10460742;"Brujas";"";"1";"0";"";"";"2017-09-16 00:00:00.0";"2017-09-16 23:59:00.0";"00:00";"Horario: a las 19 y 21 horas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=118fd11caebad510VgnVCM1000001d4a900aRCRD";"Brujas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=681fd11caebad510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=784d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"Teatro Municipal de Títeres de El Retiro al Aire Libre";"441857";"4474674";"40.41878362561595";"-3.6866519471003647";"RETIRO";"/contenido/actividades/CuentacuentosTiteresMarionetas";"/usuario/Niños";
10481099;"Bruno pregunta";"";"1";"0";"";"";"2017-10-21 00:00:00.0";"2017-10-21 23:59:00.0";"18:00";"Duración: 60 minutos  Público: A partir de 3 años";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79eed78a4c06e510VgnVCM2000001f4a900aRCRD";"Actividades infantiles Auditorio Carmen Laforet. Octubre 2017";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf2ed78a4c06e510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fca22248514ae210VgnVCM1000000b205a0aRCRD";"Auditorio Carmen Laforet";"443677";"4481412";"40.47960826297022";"-3.665799020694628";"CIUDAD LINEAL";"/contenido/actividades/CircoPerformanceTeatro";"/usuario/Niños";
10450203;"Cabaré de Caricia y puntapié";"";"0";"1";"L,M,X,J,V,S,D";"";"2017-10-11 00:00:00.0";"2017-10-15 23:59:00.0";"00:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3744bc74ccd7d510VgnVCM1000001d4a900aRCRD";"Cabaré de Caricia y puntapié";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=26e3bc74ccd7d510VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"441585";"4475358";"40.424926347610764";"-3.6899208519663427";"SALAMANCA";"/contenido/actividades/CircoPerformanceTeatro";"";
